,segmento,n_seg_grupo,n_seg,n_grupo,total,per_grupo_seg,per_grupo_total,diferenca,diferenca_abs,converteu
1333,- MALE b 25-34 anos SP SUDESTE Solteiro,559,732,486537,866578,0.7636612021857924,0.5614462864277653,0.20221491575802708,0.20221491575802708,0.0
1334,- MALE b 25-34 anos SP SUDESTE Solteiro,173,732,380041,866578,0.23633879781420766,0.4385537135722347,-0.20221491575802705,0.20221491575802705,1.0
165,- ENGENHEIRO,70,295,380041,866578,0.23728813559322035,0.4385537135722347,-0.20126557797901437,0.20126557797901437,1.0
164,- ENGENHEIRO,225,295,486537,866578,0.7627118644067796,0.5614462864277653,0.20126557797901434,0.20126557797901434,0.0
1282,- MALE b 25-34 anos RJ SUDESTE Casado,61,80,486537,866578,0.7625,0.5614462864277653,0.20105371357223467,0.20105371357223467,0.0
95,- CATÁLOGOS DE LOJAS VAREJO E VENDA POR TV,92,387,380041,866578,0.23772609819121446,0.4385537135722347,-0.20082761538102026,0.20082761538102026,1.0
94,- CATÁLOGOS DE LOJAS VAREJO E VENDA POR TV,295,387,486537,866578,0.7622739018087855,0.5614462864277653,0.20082761538102023,0.20082761538102023,0.0
14,- h Pós graduação completa,857,1126,486537,866578,0.761101243339254,0.5614462864277653,0.1996549569114887,0.1996549569114887,0.0
15,- h Pós graduação completa,269,1126,380041,866578,0.238898756660746,0.4385537135722347,-0.1996549569114887,0.1996549569114887,1.0
1231,- MALE b 25-34 anos MG SUDESTE Solteiro,82,342,380041,866578,0.23976608187134502,0.4385537135722347,-0.1987876317008897,0.1987876317008897,1.0
1230,- MALE b 25-34 anos MG SUDESTE Solteiro,260,342,486537,866578,0.7602339181286549,0.5614462864277653,0.19878763170088964,0.19878763170088964,0.0
490,- MALE b 25-34 anos RS SUL,98,129,486537,866578,0.7596899224806202,0.5614462864277653,0.1982436360528549,0.1982436360528549,0.0
490,- MALE b 25-34 anos RS,98,129,486537,866578,0.7596899224806202,0.5614462864277653,0.1982436360528549,0.1982436360528549,0.0
1676,- MALE d 45-54 anos SP SUDESTE Solteiro,59,78,486537,866578,0.7564102564102564,0.5614462864277653,0.1949639699824911,0.1949639699824911,0.0
18,- j Mestrado completo,93,123,486537,866578,0.7560975609756098,0.5614462864277653,0.19465127454784448,0.19465127454784448,0.0
1222,- MALE b 25-34 anos MA NORDESTE Solteiro,96,127,486537,866578,0.7559055118110236,0.5614462864277653,0.19445922538325833,0.19445922538325833,0.0
526,- MALE c 35-44 anos PA,65,86,486537,866578,0.7558139534883721,0.5614462864277653,0.19436766706060682,0.19436766706060682,0.0
526,- MALE c 35-44 anos PA NORTE,65,86,486537,866578,0.7558139534883721,0.5614462864277653,0.19436766706060682,0.19436766706060682,0.0
284,- MOTORISTA ESPECIALIZADO,53,217,380041,866578,0.24423963133640553,0.4385537135722347,-0.1943140822358292,0.1943140822358292,1.0
